event_id,timestamp,source_type,src_ip,dst_ip,protocol,url,url_length,url_has_ip,url_has_at_symbol,url_has_redirect,url_class,url_risk_score,file_type,file_size_kb,file_entropy,file_class,malware_risk_score,process_count,failed_logins,packets,bytes_in,bytes_out,network_activity,network_anomaly_score,unusual_login,large_outbound_transfer,attack_detected,possible_data_exfiltration,abnormal_activity,severity,incident_type,threat_tactic,human_approval_required,recommended_action
EVT-002672,2026-01-28 19:45:00,endpoint,10.0.155.39,172.16.243.224,TCP,https://example-safe.test/account,114,1,0,0,benign,0.061,exe,29295,3.223,benign,0.065,26,3,3402,90852,82905,botnet,0.906,0,1,1,1,1,critical,possible_data_exfiltration,Exfiltration,1,Isolate endpoint and investigate transfer
EVT-002673,2026-01-28 20:00:00,server,10.0.247.53,172.16.195.112,UDP,https://example-safe.test/login,113,0,0,0,malicious,0.97,doc,13233,5.271,suspicious,0.612,47,2,1640,80633,19402,normal,0.067,0,0,1,0,0,medium,malware_activity,Initial Access,1,Increase monitoring
EVT-002674,2026-01-28 20:15:00,network,10.0.40.52,172.16.199.32,HTTPS,https://example-safe.test/home,113,0,1,0,benign,0.0,js,49168,2.128,benign,0.041,92,0,3771,98084,22684,brute_force,0.818,0,0,1,0,1,high,network_attack,Credential Access,1,Block suspicious indicator for analyst review
EVT-002675,2026-01-28 20:30:00,email,10.0.37.67,172.16.197.85,TCP,https://example-safe.test/home,87,1,0,0,suspicious,0.555,exe,33081,2.768,benign,0.064,72,3,4847,82322,26629,normal,0.074,0,0,1,0,0,medium,malicious_url,Discovery,1,Increase monitoring
EVT-002676,2026-01-28 20:45:00,endpoint,10.0.147.162,172.16.158.148,UDP,https://example-safe.test/account,79,0,0,0,benign,0.062,js,40998,5.671,malicious,0.953,21,3,3537,82034,88769,port_scan,0.715,0,1,1,0,1,medium,network_attack,Execution,1,Increase monitoring
EVT-002677,2026-01-28 21:00:00,email,10.0.206.85,172.16.186.29,DNS,https://example-safe.test/verify,70,0,0,0,benign,0.049,none,32824,4.911,benign,0.002,35,1,84,23309,9896,normal,0.06,0,0,0,0,0,low,normal_activity,Discovery,1,No immediate action
EVT-002678,2026-01-28 21:15:00,email,10.0.252.66,172.16.152.129,UDP,https://example-safe.test/update,76,0,0,0,benign,0.02,exe,8203,6.469,malicious,0.957,42,0,4350,43225,1959,normal,0.072,0,0,1,0,0,medium,malware_activity,Execution,1,Increase monitoring
EVT-002679,2026-01-28 21:30:00,network,10.0.138.52,172.16.235.217,HTTP,https://example-safe.test/update,110,0,0,0,benign,0.083,dll,5773,6.455,malicious,0.958,101,1,4016,31471,22899,dos,0.887,0,0,1,0,1,high,network_attack,Execution,1,Block suspicious indicator for analyst review
EVT-002680,2026-01-28 21:45:00,server,10.0.170.188,172.16.27.217,UDP,https://example-safe.test/update,118,0,0,0,phishing,0.879,pdf,36698,4.607,benign,0.097,5,4,4590,68818,17373,botnet,0.873,0,0,1,0,1,high,network_attack,Initial Access,1,Block suspicious indicator for analyst review
EVT-002681,2026-01-28 22:00:00,email,10.0.209.2,172.16.251.21,UDP,https://example-safe.test/verify,98,0,0,0,benign,0.045,pdf,192,6.053,malicious,0.983,46,2,1877,37937,78239,web_attack,0.822,0,0,1,0,1,high,network_attack,Execution,1,Block suspicious indicator for analyst review
EVT-002682,2026-01-28 22:15:00,server,10.0.219.129,172.16.145.92,HTTPS,https://example-safe.test/download,100,0,0,0,malicious,0.956,doc,19358,7.16,malicious,0.949,59,1,1371,96732,42808,normal,0.046,0,0,1,0,0,medium,malware_activity,Initial Access,1,Increase monitoring
EVT-002683,2026-01-28 22:30:00,endpoint,10.0.178.164,172.16.160.172,HTTPS,https://example-safe.test/download,112,0,0,0,benign,0.013,dll,6220,5.582,benign,0.035,33,1,2483,28883,60290,web_attack,0.896,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-002684,2026-01-28 22:45:00,network,10.0.97.22,172.16.114.98,DNS,https://example-safe.test/verify,100,0,0,1,benign,0.099,dll,28418,7.811,benign,0.028,60,3,3994,55625,732,normal,0.031,0,0,0,0,0,low,normal_activity,Discovery,1,No immediate action
EVT-002685,2026-01-28 23:00:00,browser,10.0.113.227,172.16.22.42,HTTP,https://example-safe.test/login,40,0,0,0,benign,0.078,pdf,10403,7.962,suspicious,0.58,91,2,2771,31429,81099,port_scan,0.748,0,1,1,0,1,medium,network_attack,Credential Access,1,Increase monitoring
EVT-002686,2026-01-28 23:15:00,network,10.0.226.82,172.16.121.211,HTTP,https://example-safe.test/verify,64,0,0,0,benign,0.033,exe,5364,5.079,malicious,0.974,77,3,1918,16707,47553,infiltration,0.912,0,0,1,1,1,critical,possible_data_exfiltration,Execution,1,Isolate endpoint and investigate transfer
EVT-002687,2026-01-28 23:30:00,browser,10.0.164.121,172.16.190.48,DNS,https://example-safe.test/login,52,0,0,1,benign,0.002,doc,21789,3.562,suspicious,0.543,105,2,780,51445,82908,port_scan,0.747,0,1,1,0,1,medium,network_attack,Credential Access,1,Increase monitoring
EVT-002688,2026-01-28 23:45:00,endpoint,10.0.3.172,172.16.136.130,TCP,https://example-safe.test/account,31,0,0,0,benign,0.063,js,27197,6.728,benign,0.038,85,1,3689,57632,44632,normal,0.029,0,0,0,0,0,low,normal_activity,Discovery,1,No immediate action
EVT-002689,2026-01-29 00:00:00,server,10.0.118.144,172.16.133.28,UDP,https://example-safe.test/update,82,1,0,0,phishing,0.899,exe,9784,3.045,suspicious,0.578,114,4,3256,45325,44380,normal,-0.0,0,0,1,0,0,medium,malware_activity,Initial Access,1,Increase monitoring
EVT-002690,2026-01-29 00:15:00,endpoint,10.0.252.139,172.16.132.53,HTTPS,https://example-safe.test/login,114,0,0,0,benign,0.052,pdf,31729,6.644,benign,0.0,66,5,3630,43662,14261,port_scan,0.675,0,0,1,0,0,medium,network_attack,Credential Access,1,Increase monitoring
EVT-002691,2026-01-29 00:30:00,network,10.0.10.179,172.16.100.129,DNS,https://example-safe.test/update,66,0,0,0,phishing,0.872,exe,13541,4.662,suspicious,0.553,71,0,4541,44953,43966,botnet,0.858,0,0,1,0,1,high,network_attack,Initial Access,1,Block suspicious indicator for analyst review
EVT-002692,2026-01-29 00:45:00,browser,10.0.170.213,172.16.79.205,DNS,https://example-safe.test/account,53,0,0,0,phishing,0.838,dll,36768,6.672,malicious,0.97,21,2,3429,32278,85546,data_exfiltration,0.94,0,1,1,1,1,critical,possible_data_exfiltration,Initial Access,1,Isolate endpoint and investigate transfer
EVT-002693,2026-01-29 01:00:00,browser,10.0.25.227,172.16.223.209,HTTPS,https://example-safe.test/update,18,0,0,0,benign,0.065,doc,22298,3.788,suspicious,0.642,52,0,3945,28948,44095,botnet,0.86,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-002694,2026-01-29 01:15:00,network,10.0.120.6,172.16.134.88,HTTPS,https://example-safe.test/update,101,0,0,1,phishing,0.838,pdf,13736,4.728,malicious,0.927,34,3,3221,67079,39765,web_attack,0.856,0,0,1,0,1,high,network_attack,Initial Access,1,Block suspicious indicator for analyst review
EVT-002695,2026-01-29 01:30:00,network,10.0.110.172,172.16.183.52,TCP,https://example-safe.test/home,39,0,0,0,suspicious,0.557,pdf,46929,7.016,malicious,0.981,108,4,4811,11310,98349,ddos,0.978,0,1,1,1,1,critical,possible_data_exfiltration,Execution,1,Isolate endpoint and investigate transfer
EVT-002696,2026-01-29 01:45:00,endpoint,10.0.8.162,172.16.77.213,HTTP,https://example-safe.test/verify,52,0,0,1,phishing,0.898,none,33458,4.037,suspicious,0.591,100,4,4171,98616,68461,infiltration,0.899,0,0,1,1,1,critical,possible_data_exfiltration,Initial Access,1,Isolate endpoint and investigate transfer
EVT-002697,2026-01-29 02:00:00,email,10.0.41.110,172.16.24.190,HTTPS,https://example-safe.test/download,20,1,0,1,phishing,0.872,none,750,4.442,benign,0.03,46,1,693,43708,6650,normal,0.072,0,0,1,0,0,medium,malicious_url,Initial Access,1,Increase monitoring
EVT-002698,2026-01-29 02:15:00,browser,10.0.1.131,172.16.246.184,DNS,https://example-safe.test/home,29,0,0,0,benign,0.044,pdf,33169,5.451,malicious,0.968,4,0,1039,26864,50038,infiltration,0.96,0,0,1,1,1,critical,possible_data_exfiltration,Execution,1,Isolate endpoint and investigate transfer
EVT-002699,2026-01-29 02:30:00,network,10.0.52.102,172.16.214.93,UDP,https://example-safe.test/download,124,0,0,0,malicious,0.897,zip,41608,5.851,malicious,0.952,105,3,4448,72175,61303,normal,0.12,0,0,1,0,0,medium,malware_activity,Initial Access,1,Increase monitoring
EVT-002700,2026-01-29 02:45:00,endpoint,10.0.219.244,172.16.152.108,TCP,https://example-safe.test/login,54,0,0,0,malicious,0.937,exe,4822,3.133,benign,0.049,30,2,2805,99811,3143,infiltration,0.935,0,0,1,1,1,critical,possible_data_exfiltration,Initial Access,1,Isolate endpoint and investigate transfer
EVT-002701,2026-01-29 03:00:00,email,10.0.77.171,172.16.204.20,UDP,https://example-safe.test/verify,75,0,0,0,phishing,0.868,js,7840,5.671,benign,0.067,39,1,270,47485,11493,normal,0.033,0,0,1,0,0,medium,malicious_url,Initial Access,1,Increase monitoring
EVT-002702,2026-01-29 03:15:00,server,10.0.47.114,172.16.234.34,UDP,https://example-safe.test/verify,94,0,0,0,suspicious,0.51,none,34177,4.89,benign,0.044,109,2,3756,47783,62953,ddos,0.978,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-002703,2026-01-29 03:30:00,network,10.0.83.19,172.16.15.51,HTTP,https://example-safe.test/verify,29,0,0,0,benign,0.082,pdf,19810,6.744,malicious,0.962,88,1,1096,52515,75096,ddos,0.903,0,0,1,0,1,high,network_attack,Execution,1,Block suspicious indicator for analyst review
EVT-002704,2026-01-29 03:45:00,email,10.0.70.47,172.16.245.127,UDP,https://example-safe.test/home,19,0,0,0,benign,0.031,dll,26206,5.914,malicious,0.983,97,2,2646,50972,37089,data_exfiltration,0.942,0,0,1,1,1,critical,possible_data_exfiltration,Execution,1,Isolate endpoint and investigate transfer
EVT-002705,2026-01-29 04:00:00,server,10.0.117.78,172.16.4.53,DNS,https://example-safe.test/account,101,0,0,0,malicious,0.948,none,26533,4.996,benign,0.031,87,3,2117,2480,89058,botnet,0.843,0,1,1,1,1,critical,possible_data_exfiltration,Initial Access,1,Isolate endpoint and investigate transfer
EVT-002706,2026-01-29 04:15:00,server,10.0.5.254,172.16.142.193,DNS,https://example-safe.test/login,82,0,0,0,malicious,1.0,zip,25168,7.157,malicious,0.987,59,1,2710,57747,48708,normal,0.025,0,0,1,0,0,medium,malware_activity,Initial Access,1,Increase monitoring
EVT-002707,2026-01-29 04:30:00,endpoint,10.0.64.107,172.16.161.124,HTTPS,https://example-safe.test/home,75,0,0,0,benign,0.076,none,5730,5.601,benign,0.081,98,0,716,47413,7275,brute_force,0.754,0,0,1,0,1,medium,network_attack,Credential Access,1,Increase monitoring
EVT-002708,2026-01-29 04:45:00,browser,10.0.244.173,172.16.50.239,HTTP,https://example-safe.test/home,77,0,0,0,benign,0.094,doc,23614,4.813,malicious,0.986,12,2,3631,8877,4245,normal,0.042,0,0,1,0,0,medium,malware_activity,Execution,1,Increase monitoring
EVT-002709,2026-01-29 05:00:00,network,10.0.192.173,172.16.235.63,HTTPS,https://example-safe.test/account,58,0,0,0,benign,0.082,none,1714,3.171,benign,0.051,24,2,2458,15865,7145,normal,0.027,0,0,0,0,0,low,normal_activity,Discovery,1,No immediate action
EVT-002710,2026-01-29 05:15:00,email,10.0.36.137,172.16.50.93,UDP,https://example-safe.test/download,52,0,1,1,benign,0.067,dll,5560,3.237,benign,0.064,21,2,3953,15486,15438,normal,0.08,0,0,0,0,0,low,normal_activity,Discovery,1,No immediate action
EVT-002711,2026-01-29 05:30:00,server,10.0.151.160,172.16.248.74,DNS,https://example-safe.test/download,105,0,0,0,malicious,0.94,zip,31464,2.891,benign,0.027,36,0,101,56715,75598,normal,0.02,0,0,1,0,0,medium,malicious_url,Initial Access,1,Increase monitoring
EVT-002712,2026-01-29 05:45:00,browser,10.0.221.173,172.16.164.206,HTTPS,https://example-safe.test/verify,119,0,0,0,phishing,0.843,exe,20479,6.933,benign,0.061,57,2,4469,11873,52308,brute_force,0.81,0,0,1,0,1,high,network_attack,Initial Access,1,Block suspicious indicator for analyst review
EVT-002713,2026-01-29 06:00:00,server,10.0.156.232,172.16.86.242,DNS,https://example-safe.test/home,107,0,0,0,benign,0.07,none,18553,2.215,suspicious,0.594,5,4,4787,24279,91622,infiltration,0.939,0,1,1,1,1,critical,possible_data_exfiltration,Exfiltration,1,Isolate endpoint and investigate transfer
EVT-002714,2026-01-29 06:15:00,network,10.0.180.11,172.16.97.220,HTTPS,https://example-safe.test/account,28,0,0,0,benign,0.036,dll,24536,7.812,suspicious,0.592,107,3,1769,17445,61900,infiltration,0.94,0,0,1,1,1,critical,possible_data_exfiltration,Exfiltration,1,Isolate endpoint and investigate transfer
EVT-002715,2026-01-29 06:30:00,network,10.0.147.64,172.16.199.100,TCP,https://example-safe.test/account,69,0,0,0,benign,0.0,doc,36109,5.544,benign,0.029,49,2,1084,49982,46035,normal,0.08,0,0,0,0,0,low,normal_activity,Discovery,1,No immediate action
EVT-002716,2026-01-29 06:45:00,endpoint,10.0.65.73,172.16.228.178,HTTP,https://example-safe.test/download,69,0,0,0,benign,0.061,js,18605,2.678,benign,0.072,101,0,1785,40990,51545,normal,0.021,0,0,0,0,0,low,normal_activity,Discovery,1,No immediate action
EVT-002717,2026-01-29 07:00:00,network,10.0.57.66,172.16.169.98,HTTPS,https://example-safe.test/account,124,0,0,1,phishing,0.886,none,23567,6.871,benign,0.071,55,1,818,95333,90345,normal,0.043,0,1,1,0,0,medium,malicious_url,Initial Access,1,Increase monitoring
EVT-002718,2026-01-29 07:15:00,network,10.0.132.157,172.16.229.198,UDP,https://example-safe.test/download,79,0,0,0,suspicious,0.517,js,40095,7.254,malicious,0.992,110,2,934,33835,49828,normal,0.056,0,0,1,0,0,medium,malware_activity,Execution,1,Increase monitoring
EVT-002719,2026-01-29 07:30:00,network,10.0.4.124,172.16.227.155,DNS,https://example-safe.test/download,80,0,0,0,malicious,0.995,none,28109,4.208,malicious,0.971,111,0,169,51846,75989,normal,0.056,0,0,1,0,0,medium,malware_activity,Initial Access,1,Increase monitoring
EVT-002720,2026-01-29 07:45:00,browser,10.0.129.92,172.16.30.160,DNS,https://example-safe.test/update,32,0,0,0,benign,0.028,zip,20037,4.179,benign,0.0,106,4,2127,79006,46843,normal,0.068,0,0,0,0,0,low,normal_activity,Discovery,1,No immediate action
EVT-002721,2026-01-29 08:00:00,email,10.0.18.238,172.16.211.22,HTTP,https://example-safe.test/home,87,0,0,0,suspicious,0.606,exe,39648,7.079,suspicious,0.529,85,2,2563,61369,19154,brute_force,0.761,0,0,1,0,1,medium,network_attack,Credential Access,1,Increase monitoring
EVT-002722,2026-01-29 08:15:00,email,10.0.141.232,172.16.213.69,HTTP,https://example-safe.test/update,57,0,0,0,malicious,0.993,zip,46627,4.911,benign,0.048,5,0,4406,82780,22927,brute_force,0.78,0,0,1,0,1,medium,network_attack,Initial Access,1,Increase monitoring
EVT-002723,2026-01-29 08:30:00,network,10.0.70.177,172.16.149.233,TCP,https://example-safe.test/login,26,0,0,0,malicious,0.985,none,8212,5.073,malicious,0.954,67,1,4147,4012,42156,brute_force,0.778,0,0,1,0,1,medium,network_attack,Initial Access,1,Increase monitoring
EVT-002724,2026-01-29 08:45:00,email,10.0.247.235,172.16.56.84,HTTPS,https://example-safe.test/update,87,0,0,1,phishing,0.865,exe,28260,7.346,malicious,0.92,53,4,4635,63538,48029,normal,0.069,0,0,1,0,0,medium,malware_activity,Initial Access,1,Increase monitoring
EVT-002725,2026-01-29 09:00:00,network,10.0.175.103,172.16.230.159,TCP,https://example-safe.test/verify,34,0,0,0,benign,0.054,dll,40507,2.775,suspicious,0.605,5,0,3651,66398,88350,ddos,0.941,0,1,1,1,1,critical,possible_data_exfiltration,Exfiltration,1,Isolate endpoint and investigate transfer
EVT-002726,2026-01-29 09:15:00,email,10.0.86.253,172.16.101.187,HTTPS,https://example-safe.test/login,40,0,0,0,benign,0.057,js,31955,7.309,malicious,0.95,16,1,294,69598,52940,web_attack,0.853,0,0,1,0,1,high,network_attack,Execution,1,Block suspicious indicator for analyst review
EVT-002727,2026-01-29 09:30:00,email,10.0.30.155,172.16.198.95,HTTPS,https://example-safe.test/account,75,0,0,0,benign,0.043,doc,20221,7.56,malicious,0.996,20,4,4488,40415,45389,normal,0.035,0,0,1,0,0,medium,malware_activity,Execution,1,Increase monitoring
EVT-002728,2026-01-29 09:45:00,server,10.0.200.107,172.16.239.171,HTTP,https://example-safe.test/update,112,0,0,0,benign,0.05,exe,24209,2.081,malicious,0.959,22,2,62,26935,32269,normal,0.012,0,0,1,0,0,medium,malware_activity,Execution,1,Increase monitoring
EVT-002729,2026-01-29 10:00:00,browser,10.0.156.245,172.16.216.182,HTTP,https://example-safe.test/login,97,0,0,0,benign,0.093,js,15821,6.093,suspicious,0.588,57,3,146,22529,10602,normal,0.014,0,0,1,0,0,medium,malware_activity,Discovery,1,Increase monitoring
EVT-002730,2026-01-29 10:15:00,server,10.0.130.20,172.16.246.146,HTTPS,https://example-safe.test/login,68,0,0,1,phishing,0.863,none,7606,3.694,benign,0.006,19,2,1389,72550,75049,normal,0.039,0,0,1,0,0,medium,malicious_url,Initial Access,1,Increase monitoring
EVT-002731,2026-01-29 10:30:00,server,10.0.203.78,172.16.183.252,HTTP,https://example-safe.test/download,74,0,0,0,malicious,0.971,exe,28036,5.388,benign,0.041,3,2,4904,65642,45786,port_scan,0.663,0,0,1,0,0,medium,network_attack,Initial Access,1,Increase monitoring
EVT-002732,2026-01-29 10:45:00,email,10.0.152.77,172.16.29.124,HTTPS,https://example-safe.test/home,103,0,0,0,phishing,0.866,exe,30288,5.894,benign,0.061,42,1,568,5535,16298,normal,0.041,0,0,1,0,0,medium,malicious_url,Initial Access,1,Increase monitoring
EVT-002733,2026-01-29 11:00:00,endpoint,10.0.72.172,172.16.189.51,HTTP,https://example-safe.test/account,33,0,0,1,benign,0.011,none,41958,5.502,suspicious,0.595,13,3,2348,98255,49933,port_scan,0.742,0,0,1,0,1,medium,network_attack,Credential Access,1,Increase monitoring
EVT-002734,2026-01-29 11:15:00,endpoint,10.0.149.150,172.16.76.12,UDP,https://example-safe.test/verify,62,0,0,0,suspicious,0.577,js,11190,6.074,benign,0.06,28,2,3921,58707,39643,normal,0.077,0,0,1,0,0,medium,malicious_url,Discovery,1,Increase monitoring
EVT-002735,2026-01-29 11:30:00,browser,10.0.73.250,172.16.93.189,HTTPS,https://example-safe.test/download,78,0,0,0,suspicious,0.56,js,21730,5.348,benign,0.04,102,2,3605,33536,70226,ddos,0.998,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-002736,2026-01-29 11:45:00,network,10.0.186.106,172.16.71.144,DNS,https://example-safe.test/verify,29,0,0,0,malicious,0.985,pdf,10095,6.451,benign,0.06,5,2,3802,8914,25732,normal,0.049,0,0,1,0,0,medium,malicious_url,Initial Access,1,Increase monitoring
EVT-002737,2026-01-29 12:00:00,email,10.0.128.107,172.16.128.12,UDP,https://example-safe.test/home,90,0,0,1,suspicious,0.526,pdf,31946,5.221,benign,0.041,40,1,1215,44365,5261,brute_force,0.837,0,0,1,0,1,high,network_attack,Credential Access,1,Block suspicious indicator for analyst review
EVT-002738,2026-01-29 12:15:00,browser,10.0.11.80,172.16.62.213,TCP,https://example-safe.test/login,23,0,0,0,phishing,0.864,js,18871,3.218,suspicious,0.565,104,3,1630,37338,72670,normal,0.052,0,0,1,0,0,medium,malware_activity,Initial Access,1,Increase monitoring
EVT-002739,2026-01-29 12:30:00,server,10.0.242.181,172.16.196.106,HTTP,https://example-safe.test/update,21,0,0,0,suspicious,0.56,js,20620,3.194,malicious,0.991,73,0,2400,69321,86803,normal,0.0,0,1,1,0,0,medium,malware_activity,Execution,1,Increase monitoring
EVT-002740,2026-01-29 12:45:00,email,10.0.9.195,172.16.60.81,TCP,https://example-safe.test/login,119,0,0,0,benign,0.069,doc,20293,5.903,malicious,0.985,58,1,33,38218,66610,web_attack,0.821,0,0,1,0,1,high,network_attack,Execution,1,Block suspicious indicator for analyst review
EVT-002741,2026-01-29 13:00:00,server,10.0.246.100,172.16.28.64,DNS,https://example-safe.test/home,98,0,0,1,benign,0.08,pdf,23348,5.051,suspicious,0.628,112,2,4937,15277,98978,dos,0.906,0,1,1,1,1,critical,possible_data_exfiltration,Exfiltration,1,Isolate endpoint and investigate transfer
EVT-002742,2026-01-29 13:15:00,browser,10.0.52.115,172.16.95.239,HTTP,https://example-safe.test/account,91,0,0,0,benign,0.047,zip,44202,4.15,suspicious,0.689,104,1,4002,40970,90654,normal,0.0,0,1,1,0,0,medium,malware_activity,Discovery,1,Increase monitoring
EVT-002743,2026-01-29 13:30:00,endpoint,10.0.234.141,172.16.72.110,TCP,https://example-safe.test/download,121,0,0,0,benign,0.063,exe,38139,5.404,benign,0.038,101,4,4420,30753,5127,dos,0.88,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-002744,2026-01-29 13:45:00,browser,10.0.129.172,172.16.178.26,UDP,https://example-safe.test/login,52,0,0,0,benign,0.095,js,3953,7.922,benign,0.038,11,3,1494,88016,31257,dos,0.941,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-002745,2026-01-29 14:00:00,email,10.0.75.152,172.16.168.110,TCP,https://example-safe.test/update,64,0,0,1,phishing,0.87,js,9348,5.783,malicious,0.956,30,3,3827,65128,81666,port_scan,0.745,0,1,1,0,1,medium,network_attack,Initial Access,1,Increase monitoring
EVT-002746,2026-01-29 14:15:00,email,10.0.133.194,172.16.183.112,HTTP,https://example-safe.test/home,102,0,0,1,malicious,0.967,dll,3608,6.162,benign,0.026,29,1,1715,95344,8085,normal,0.07,0,0,1,0,0,medium,malicious_url,Initial Access,1,Increase monitoring
EVT-002747,2026-01-29 14:30:00,network,10.0.209.209,172.16.159.211,UDP,https://example-safe.test/download,36,0,0,0,phishing,0.876,doc,46545,6.014,benign,0.054,119,1,4242,67757,71138,infiltration,0.936,0,0,1,1,1,critical,possible_data_exfiltration,Initial Access,1,Isolate endpoint and investigate transfer
EVT-002748,2026-01-29 14:45:00,endpoint,10.0.148.192,172.16.126.251,DNS,https://example-safe.test/download,44,0,0,0,benign,0.055,pdf,39202,6.171,malicious,0.952,104,2,4274,12812,4939,normal,0.027,0,0,1,0,0,medium,malware_activity,Execution,1,Increase monitoring
EVT-002749,2026-01-29 15:00:00,email,10.0.143.68,172.16.71.113,TCP,https://example-safe.test/home,28,0,0,0,malicious,0.995,none,14346,3.172,benign,0.076,37,1,1775,43445,39683,normal,0.029,0,0,1,0,0,medium,malicious_url,Initial Access,1,Increase monitoring
EVT-002750,2026-01-29 15:15:00,endpoint,10.0.54.11,172.16.5.141,HTTPS,https://example-safe.test/login,87,0,0,1,phishing,0.865,pdf,4297,2.787,benign,0.041,99,4,388,10250,55820,normal,0.047,0,0,1,0,0,medium,malicious_url,Initial Access,1,Increase monitoring
EVT-002751,2026-01-29 15:30:00,email,10.0.151.129,172.16.146.82,HTTP,https://example-safe.test/account,76,0,0,0,benign,0.029,zip,35539,6.681,benign,0.055,104,2,1750,90048,66382,botnet,0.928,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-002752,2026-01-29 15:45:00,endpoint,10.0.170.242,172.16.243.119,HTTPS,https://example-safe.test/login,58,0,0,0,phishing,0.902,exe,43255,3.443,benign,0.051,23,3,2446,80317,58725,infiltration,0.911,0,0,1,1,1,critical,possible_data_exfiltration,Initial Access,1,Isolate endpoint and investigate transfer
EVT-002753,2026-01-29 16:00:00,browser,10.0.47.115,172.16.50.128,HTTPS,https://example-safe.test/login,60,0,0,0,benign,0.088,dll,29209,2.055,benign,0.055,41,2,2341,39017,58020,web_attack,0.902,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-002754,2026-01-29 16:15:00,endpoint,10.0.249.196,172.16.84.244,TCP,https://example-safe.test/login,45,0,1,0,benign,0.014,zip,45249,3.793,benign,0.017,53,2,2459,52493,42569,botnet,0.884,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-002755,2026-01-29 16:30:00,server,10.0.38.130,172.16.113.215,HTTPS,https://example-safe.test/update,80,0,0,0,suspicious,0.542,pdf,23008,4.785,suspicious,0.632,23,2,3594,19931,922,data_exfiltration,1.0,0,0,1,1,1,critical,possible_data_exfiltration,Exfiltration,1,Isolate endpoint and investigate transfer
EVT-002756,2026-01-29 16:45:00,browser,10.0.45.155,172.16.164.113,UDP,https://example-safe.test/login,84,0,0,0,benign,0.058,dll,33623,3.612,malicious,0.972,68,0,3515,72456,3347,ddos,0.948,0,0,1,0,1,high,network_attack,Execution,1,Block suspicious indicator for analyst review
EVT-002757,2026-01-29 17:00:00,email,10.0.226.205,172.16.115.104,DNS,https://example-safe.test/update,122,0,0,0,phishing,0.881,js,16529,2.561,benign,0.053,78,3,1415,28475,95251,botnet,0.851,0,1,1,1,1,critical,possible_data_exfiltration,Initial Access,1,Isolate endpoint and investigate transfer
EVT-002758,2026-01-29 17:15:00,email,10.0.239.61,172.16.180.33,DNS,https://example-safe.test/update,62,0,1,0,suspicious,0.553,js,49251,3.506,malicious,0.972,65,7,412,77849,22568,data_exfiltration,0.98,0,0,1,1,1,critical,possible_data_exfiltration,Execution,1,Isolate endpoint and investigate transfer
EVT-002759,2026-01-29 17:30:00,network,10.0.82.11,172.16.192.199,HTTPS,https://example-safe.test/verify,41,0,0,0,malicious,0.962,none,6603,2.483,benign,0.0,19,2,1126,90434,61911,normal,0.014,0,0,1,0,0,medium,malicious_url,Initial Access,1,Increase monitoring
EVT-002760,2026-01-29 17:45:00,server,10.0.197.157,172.16.232.69,HTTP,https://example-safe.test/home,118,0,0,0,benign,0.032,exe,47093,5.217,benign,0.043,48,3,263,92926,66557,dos,0.913,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-002761,2026-01-29 18:00:00,network,10.0.25.78,172.16.96.201,HTTPS,https://example-safe.test/account,94,0,0,0,benign,0.0,exe,48722,6.112,benign,0.042,77,1,4870,24903,22160,ddos,0.949,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-002762,2026-01-29 18:15:00,browser,10.0.182.176,172.16.158.96,HTTP,https://example-safe.test/update,81,0,0,0,benign,0.049,none,40201,6.278,suspicious,0.607,92,1,2286,5138,65001,infiltration,0.918,0,0,1,1,1,critical,possible_data_exfiltration,Exfiltration,1,Isolate endpoint and investigate transfer
EVT-002763,2026-01-29 18:30:00,network,10.0.174.41,172.16.231.68,DNS,https://example-safe.test/account,96,0,0,1,phishing,0.874,pdf,47410,6.739,benign,0.065,10,2,48,86042,40321,infiltration,0.909,0,0,1,1,1,critical,possible_data_exfiltration,Initial Access,1,Isolate endpoint and investigate transfer
EVT-002764,2026-01-29 18:45:00,browser,10.0.230.41,172.16.217.22,UDP,https://example-safe.test/verify,90,0,0,1,benign,0.013,exe,21189,2.308,suspicious,0.623,91,1,1434,7320,16007,web_attack,0.807,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
